Valle Verde Inn,Bogota,1.5958,79.7904,111111111111111111111111111111
EcoLodge Imperial,Arequipa,2.03111,165.972,111111111111111111111111111111
Valle Verde Inn,Lima,1.73498,149.163,111111111111111111111111111111
Central Boutique,Buenos Aires,4.32118,93.1055,111111111111111111111111111111
Grand Plaza Hotel,Santiago,1.14064,95.7776,111111111111111111111111111111
Resort Las Americas,Lima,3.2739,176.642,111111111111111111111111111111
Hostal El Viajero,Arequipa,2.83434,136.712,111111111111111111111111111111
Mirador Suites,Piura,1.13164,156.781,111111111111111111111111111111
Mirador Suites,Santiago,2.10433,61.887,111111111111111111111111111111
Resort Las Americas,Cusco,2.8277,137.774,111111111111111111111111111111
EcoLodge Imperial,Lima,2.70213,62.7283,111111111111111111111111111111
Mirador Suites,Lima,1.56638,155.331,111111111111111111111111111111
Vista Hermosa Hotel,Cusco,4.81414,179.837,111111111111111111111111111111
EcoLodge Imperial,Lima,1.46808,197.004,111111111111111111111111111111
Mirador Suites,Buenos Aires,2.18896,136.079,111111111111111111111111111111
Mirador Suites,Piura,3.38965,152.143,111111111111111111111111111111
Andina Royal Resort,Piura,3.07577,192.943,111111111111111111111111111111
Andina Royal Resort,Piura,1.51912,135.617,111111111111111111111111111111
Vista Hermosa Hotel,Lima,4.68093,86.28,111111111111111111111111111111
Hostal El Viajero,Arequipa,1.65206,162,111111111111111111111111111111
Hotel Sol Dorado,Lima,1.17817,123.77,111111111111111111111111111111
Grand Plaza Hotel,Lima,4.78812,139.51,111111111111111111111111111111
Grand Plaza Hotel,Lima,1.50973,106.978,111111111111111111111111111111
Hostal El Viajero,Lima,1.65517,60.9078,111111111111111111111111111111
Vista Hermosa Hotel,Santiago,2.43033,180.938,111111111111111111111111111111
Resort Las Americas,Santiago,4.16761,104.591,111111111111111111111111111111
Grand Plaza Hotel,Lima,2.17472,50.8187,111111111111111111111111111111
Central Boutique,Buenos Aires,4.06449,178.852,111111111111111111111111111111
EcoLodge Imperial,Arequipa,3.90263,93.5505,111111111111111111111111111111
Andina Royal Resort,Lima,4.63527,194.983,111111111111111111111111111111
EcoLodge Imperial,Lima,3.66818,146.932,111111111111111111111111111111
Valle Verde Inn,Santiago,2.17892,59.2798,111111111111111111111111111111
Grand Plaza Hotel,Santiago,4.07832,175.647,111111111111111111111111111111
Andina Royal Resort,Sao Paulo,1.13205,137.899,111111111111111111111111111111
Grand Plaza Hotel,Bogota,2.31427,104.026,111111111111111111111111111111
Vista Hermosa Hotel,Sao Paulo,2.09005,100.575,111111111111111111111111111111
Central Boutique,Sao Paulo,1.19491,86.8326,111111111111111111111111111111
Central Boutique,Santiago,1.47662,70.3428,111111111111111111111111111111
Valle Verde Inn,Bogota,3.40064,64.9727,111111111111111111111111111111
Resort Las Americas,Piura,2.06745,149.212,111111111111111111111111111111
Mirador Suites,Arequipa,2.01835,80.6108,111111111111111111111111111111
Grand Plaza Hotel,Cusco,4.27617,134.951,111111111111111111111111111111
Andina Royal Resort,Buenos Aires,3.38157,199.588,111111111111111111111111111111
EcoLodge Imperial,Bogota,4.62363,197.985,111111111111111111111111111111
Vista Hermosa Hotel,Piura,3.61339,62.517,111111111111111111111111111111
Grand Plaza Hotel,Sao Paulo,2.34525,115.616,111111111111111111111111111111
EcoLodge Imperial,Cusco,3.67676,64.4885,111111111111111111111111111111
EcoLodge Imperial,Lima,1.59776,71.6507,111111111111111111111111111111
Mirador Suites,Lima,1.40638,157.164,111111111111111111111111111111
Valle Verde Inn,Arequipa,4.71308,109.684,111111111111111111111111111111
Hotel Sol Dorado,Buenos Aires,4.5408,133.307,111111111111111111111111111111
Andina Royal Resort,Lima,3.70589,145.72,111111111111111111111111111111
Mirador Suites,Lima,2.90539,157.838,111111111111111111111111111111
Grand Plaza Hotel,Lima,4.86856,71.4208,111111111111111111111111111111
Mirador Suites,Lima,2.12569,53.823,111111111111111111111111111111
Valle Verde Inn,Lima,3.23237,94.9724,111111111111111111111111111111
Resort Las Americas,Lima,4.18621,51.7535,111111111111111111111111111111
Central Boutique,Lima,2.93276,115.648,111111111111111111111111111111
EcoLodge Imperial,Cusco,2.72713,68.4413,111111111111111111111111111111
Resort Las Americas,Bogota,2.00209,196.347,111111111111111111111111111111
Grand Plaza Hotel,Lima,3.0838,158.075,111111111111111111111111111111
Vista Hermosa Hotel,Buenos Aires,2.77001,58.2955,111111111111111111111111111111
Vista Hermosa Hotel,Cusco,3.37484,73.1637,111111111111111111111111111111
Andina Royal Resort,Sao Paulo,3.02798,175.119,111111111111111111111111111111
Central Boutique,Lima,4.36257,183.563,111111111111111111111111111111
Hostal El Viajero,Santiago,3.87989,94.6204,111111111111111111111111111111
Grand Plaza Hotel,Sao Paulo,4.0965,125.005,111111111111111111111111111111
Hotel Sol Dorado,Lima,3.19636,71.2485,111111111111111111111111111111
Resort Las Americas,Cusco,1.93736,130.199,111111111111111111111111111111
EcoLodge Imperial,Bogota,3.27823,190.223,111111111111111111111111111111
Resort Las Americas,Arequipa,1.80179,164.519,111111111111111111111111111111
Resort Las Americas,Arequipa,1.73126,128.613,111111111111111111111111111111
Grand Plaza Hotel,Piura,4.37769,174.728,111111111111111111111111111111
EcoLodge Imperial,Cusco,1.00179,177.583,111111111111111111111111111111
Valle Verde Inn,Arequipa,1.68744,93.1006,111111111111111111111111111111
Vista Hermosa Hotel,Arequipa,1.84704,109.306,111111111111111111111111111111
Hostal El Viajero,Lima,1.17377,69.7903,111111111111111111111111111111
Andina Royal Resort,Lima,4.56821,126.522,111111111111111111111111111111
Grand Plaza Hotel,Buenos Aires,4.85321,176.653,111111111111111111111111111111
Grand Plaza Hotel,Buenos Aires,4.71895,195.043,111111111111111111111111111111
Hostal El Viajero,Cusco,4.1515,166.089,111111111111111111111111111111
Hotel Sol Dorado,Cusco,1.0898,98.8697,111111111111111111111111111111
Mirador Suites,Lima,2.25321,157.381,111111111111111111111111111111
EcoLodge Imperial,Lima,2.30107,93.0504,111111111111111111111111111111
Resort Las Americas,Lima,1.48355,162.306,111111111111111111111111111111
Hostal El Viajero,Cusco,2.10839,117.453,111111111111111111111111111111
Valle Verde Inn,Lima,3.80847,59.2013,111111111111111111111111111111
Resort Las Americas,Bogota,2.70172,54.7783,111111111111111111111111111111
Hostal El Viajero,Sao Paulo,4.03385,160.077,111111111111111111111111111111
Central Boutique,Lima,2.85346,120.943,111111111111111111111111111111
EcoLodge Imperial,Sao Paulo,3.81093,70.6403,111111111111111111111111111111
Andina Royal Resort,Santiago,3.88907,66.667,111111111111111111111111111111
Mirador Suites,Piura,1.63601,65.9827,111111111111111111111111111111
Andina Royal Resort,Cusco,3.48521,111.518,111111111111111111111111111111
Mirador Suites,Santiago,4.4084,182.141,111111111111111111111111111111
Vista Hermosa Hotel,Santiago,3.77326,160.344,111111111111111111111111111111
Resort Las Americas,Sao Paulo,4.03972,171.777,111111111111111111111111111111
Hotel Sol Dorado,Santiago,3.18999,123.388,111111111111111111111111111111
Resort Las Americas,Santiago,1.56623,172.061,111111111111111111111111111111
Grand Plaza Hotel,Lima,1.4648,81.3175,111111111111111111111111111111
EcoLodge Imperial,Sao Paulo,1.15688,67.4166,111111111111111111111111111111
Andina Royal Resort,Lima,1.96333,94.5572,111111111111111111111111111111
Central Boutique,Santiago,4.50537,125.351,111111111111111111111111111111
Valle Verde Inn,Lima,4.4555,97.0672,111111111111111111111111111111
Grand Plaza Hotel,Santiago,3.6091,164.361,111111111111111111111111111111
Valle Verde Inn,Lima,3.32279,165.308,111111111111111111111111111111
Andina Royal Resort,Buenos Aires,4.55975,174.27,111111111111111111111111111111
Central Boutique,Sao Paulo,3.14885,101.446,111111111111111111111111111111
Central Boutique,Lima,1.54165,130.633,111111111111111111111111111111
EcoLodge Imperial,Bogota,4.42821,82.595,111111111111111111111111111111
Hotel Sol Dorado,Lima,3.34457,90.1871,111111111111111111111111111111
Vista Hermosa Hotel,Lima,4.80181,192.366,111111111111111111111111111111
Mirador Suites,Bogota,3.88752,109.859,111111111111111111111111111111
Central Boutique,Piura,4.99609,111.19,111111111111111111111111111111
Grand Plaza Hotel,Bogota,4.71826,179.553,111111111111111111111111111111
Grand Plaza Hotel,Arequipa,4.64218,106.152,111111111111111111111111111111
Hotel Sol Dorado,Sao Paulo,2.09026,67.1463,111111111111111111111111111111
Mirador Suites,Santiago,1.71332,173.536,111111111111111111111111111111
Hotel Sol Dorado,Buenos Aires,1.68069,138.404,111111111111111111111111111111
Andina Royal Resort,Santiago,1.93187,160.403,111111111111111111111111111111
Valle Verde Inn,Arequipa,4.74866,51.0074,111111111111111111111111111111
Hostal El Viajero,Santiago,3.18036,118.162,111111111111111111111111111111
Vista Hermosa Hotel,Piura,4.55334,87.8101,111111111111111111111111111111
Valle Verde Inn,Lima,3.31841,98.6839,111111111111111111111111111111
Hotel Sol Dorado,Buenos Aires,2.12588,77.239,111111111111111111111111111111
Vista Hermosa Hotel,Buenos Aires,1.96593,86.9302,111111111111111111111111111111
Hotel Sol Dorado,Bogota,1.47557,56.9996,111111111111111111111111111111
Mirador Suites,Buenos Aires,4.4163,198.795,111111111111111111111111111111
Central Boutique,Cusco,1.11009,146.114,111111111111111111111111111111
EcoLodge Imperial,Lima,2.39491,155.602,111111111111111111111111111111
Grand Plaza Hotel,Buenos Aires,2.21435,136.845,111111111111111111111111111111
Hostal El Viajero,Lima,4.26245,98.9706,111111111111111111111111111111
Hostal El Viajero,Lima,1.647,138.366,111111111111111111111111111111
Valle Verde Inn,Arequipa,1.29267,101.884,111111111111111111111111111111
Andina Royal Resort,Cusco,4.99764,71.8452,111111111111111111111111111111
Central Boutique,Buenos Aires,3.10426,135.751,111111111111111111111111111111
Central Boutique,Buenos Aires,3.75796,191.18,111111111111111111111111111111
Resort Las Americas,Buenos Aires,1.16131,110.319,111111111111111111111111111111
Hostal El Viajero,Bogota,4.15452,56.0711,111111111111111111111111111111
Hostal El Viajero,Arequipa,2.98973,101.665,111111111111111111111111111111
Hotel Sol Dorado,Sao Paulo,4.90599,128.718,111111111111111111111111111111
Resort Las Americas,Lima,4.51289,86.2459,111111111111111111111111111111
Andina Royal Resort,Arequipa,1.75428,131.265,111111111111111111111111111111
Resort Las Americas,Arequipa,4.38659,151.554,111111111111111111111111111111
EcoLodge Imperial,Lima,2.61101,198.191,111111111111111111111111111111
Grand Plaza Hotel,Lima,1.51407,104.245,111111111111111111111111111111
Andina Royal Resort,Piura,1.26471,197.479,111111111111111111111111111111
Hotel Sol Dorado,Lima,1.63812,132.886,111111111111111111111111111111
Valle Verde Inn,Lima,4.27865,150.126,111111111111111111111111111111
Grand Plaza Hotel,Santiago,1.29961,123.015,111111111111111111111111111111
Mirador Suites,Lima,3.14793,51.2093,111111111111111111111111111111
Vista Hermosa Hotel,Buenos Aires,4.73286,89.259,111111111111111111111111111111
Valle Verde Inn,Piura,1.48363,140.454,111111111111111111111111111111
Mirador Suites,Santiago,4.80157,153.835,111111111111111111111111111111
Andina Royal Resort,Arequipa,1.93923,156.569,111111111111111111111111111111
Central Boutique,Arequipa,1.57152,88.4494,111111111111111111111111111111
Resort Las Americas,Sao Paulo,3.09367,149.164,111111111111111111111111111111
Central Boutique,Santiago,3.96786,69.5966,111111111111111111111111111111
Valle Verde Inn,Bogota,2.29782,64.5159,111111111111111111111111111111
Hotel Sol Dorado,Sao Paulo,3.1916,128.97,111111111111111111111111111111
Hotel Sol Dorado,Lima,2.97155,141.899,111111111111111111111111111111
Hotel Sol Dorado,Santiago,2.91325,121.166,111111111111111111111111111111
Grand Plaza Hotel,Cusco,4.64824,175.862,111111111111111111111111111111
Vista Hermosa Hotel,Buenos Aires,1.2158,128.559,111111111111111111111111111111
Resort Las Americas,Lima,4.33858,115.166,111111111111111111111111111111
Hostal El Viajero,Arequipa,1.90338,147.959,111111111111111111111111111111
EcoLodge Imperial,Lima,4.81701,56.0672,111111111111111111111111111111
Central Boutique,Piura,2.75068,134.045,111111111111111111111111111111
Mirador Suites,Lima,2.78001,110.023,111111111111111111111111111111
Valle Verde Inn,Sao Paulo,4.00616,163.79,111111111111111111111111111111
Mirador Suites,Piura,1.82095,163,111111111111111111111111111111
Andina Royal Resort,Lima,2.25413,54.1175,111111111111111111111111111111
Central Boutique,Lima,3.16991,170.715,111111111111111111111111111111
Andina Royal Resort,Sao Paulo,4.94987,143.559,111111111111111111111111111111
Mirador Suites,Buenos Aires,2.29203,91.838,111111111111111111111111111111
Hotel Sol Dorado,Lima,3.77554,168.437,111111111111111111111111111111
Resort Las Americas,Bogota,3.44298,140.715,111111111111111111111111111111
EcoLodge Imperial,Buenos Aires,2.2804,84.0941,111111111111111111111111111111
Central Boutique,Lima,1.03534,106.121,111111111111111111111111111111
Mirador Suites,Lima,4.07733,141.764,111111111111111111111111111111
Resort Las Americas,Buenos Aires,2.18296,130.909,111111111111111111111111111111
Vista Hermosa Hotel,Cusco,3.83268,125.24,111111111111111111111111111111
Valle Verde Inn,Piura,1.30113,59.1622,111111111111111111111111111111
Central Boutique,Arequipa,4.64907,178.548,111111111111111111111111111111
EcoLodge Imperial,Lima,2.11979,103.239,111111111111111111111111111111
Valle Verde Inn,Lima,3.49191,189.779,111111111111111111111111111111
Hotel Sol Dorado,Santiago,1.14666,65.3958,111111111111111111111111111111
Grand Plaza Hotel,Arequipa,2.06029,120.415,111111111111111111111111111111
Grand Plaza Hotel,Bogota,2.2523,156.105,111111111111111111111111111111
Valle Verde Inn,Arequipa,4.82279,159.686,111111111111111111111111111111
Central Boutique,Piura,4.15956,115.667,111111111111111111111111111111
Andina Royal Resort,Piura,2.64591,121.348,111111111111111111111111111111
EcoLodge Imperial,Cusco,3.72164,55.869,111111111111111111111111111111
Andina Royal Resort,Buenos Aires,2.18216,144.968,111111111111111111111111111111
EcoLodge Imperial,Buenos Aires,1.75841,53.0841,111111111111111111111111111111
Central Boutique,Lima,1.86731,68.9229,111111111111111111111111111111
EcoLodge Imperial,Bogota,3.59241,66.1941,111111111111111111111111111111
Hostal El Viajero,Lima,2.2883,123.776,111111111111111111111111111111
Grand Plaza Hotel,Buenos Aires,3.87535,130.198,111111111111111111111111111111
Vista Hermosa Hotel,Arequipa,2.33528,109.935,111111111111111111111111111111
Vista Hermosa Hotel,Santiago,4.2041,168.988,111111111111111111111111111111
Central Boutique,Lima,4.86858,198.564,111111111111111111111111111111
Mirador Suites,Cusco,2.49539,77.9029,111111111111111111111111111111
Grand Plaza Hotel,Santiago,2.50836,112.653,111111111111111111111111111111
Vista Hermosa Hotel,Sao Paulo,2.01006,129.832,111111111111111111111111111111
Mirador Suites,Buenos Aires,3.83713,67.9639,111111111111111111111111111111
Andina Royal Resort,Buenos Aires,1.57146,56.9189,111111111111111111111111111111
Andina Royal Resort,Santiago,2.92148,85.6439,111111111111111111111111111111
Grand Plaza Hotel,Santiago,1.47458,191.612,111111111111111111111111111111
Andina Royal Resort,Buenos Aires,1.91176,186.829,111111111111111111111111111111
Central Boutique,Arequipa,3.91724,85.8006,111111111111111111111111111111
Vista Hermosa Hotel,Piura,4.57612,86.776,111111111111111111111111111111
EcoLodge Imperial,Santiago,4.47112,60.9058,111111111111111111111111111111
Hostal El Viajero,Arequipa,2.4245,179.721,111111111111111111111111111111
EcoLodge Imperial,Santiago,2.42542,92.7375,111111111111111111111111111111
Mirador Suites,Lima,2.67523,131.878,111111111111111111111111111111
Grand Plaza Hotel,Lima,2.83111,140.825,111111111111111111111111111111
Resort Las Americas,Cusco,4.18118,141.439,111111111111111111111111111111
Vista Hermosa Hotel,Lima,4.50736,171.117,111111111111111111111111111111
EcoLodge Imperial,Sao Paulo,4.82128,165.405,111111111111111111111111111111
Grand Plaza Hotel,Lima,2.96693,183.873,111111111111111111111111111111
EcoLodge Imperial,Lima,1.16229,93.4485,111111111111111111111111111111
Hostal El Viajero,Lima,2.15308,84.5834,111111111111111111111111111111
Grand Plaza Hotel,Lima,4.65096,178.137,111111111111111111111111111111
Mirador Suites,Cusco,1.38055,76.4217,111111111111111111111111111111
EcoLodge Imperial,Arequipa,4.17297,149.389,111111111111111111111111111111
Mirador Suites,Cusco,2.17756,101.25,111111111111111111111111111111
Hostal El Viajero,Cusco,2.20646,133.327,111111111111111111111111111111
Grand Plaza Hotel,Buenos Aires,3.67208,101.921,111111111111111111111111111111
Central Boutique,Lima,3.01987,102.816,111111111111111111111111111111
Mirador Suites,Buenos Aires,1.21302,73.3722,111111111111111111111111111111
Hostal El Viajero,Lima,2.66776,117.178,111111111111111111111111111111
Central Boutique,Sao Paulo,3.89765,60.5121,111111111111111111111111111111
Andina Royal Resort,Cusco,4.40789,67.586,111111111111111111111111111111
Central Boutique,Arequipa,2.87534,53.3248,111111111111111111111111111111
Resort Las Americas,Buenos Aires,4.70539,129.898,111111111111111111111111111111
Mirador Suites,Lima,2.86019,85.8415,111111111111111111111111111111
EcoLodge Imperial,Lima,3.44894,156.431,111111111111111111111111111111
EcoLodge Imperial,Lima,3.55678,179.35,111111111111111111111111111111
Vista Hermosa Hotel,Sao Paulo,1.56136,69.5934,111111111111111111111111111111
Resort Las Americas,Buenos Aires,4.88124,162.457,111111111111111111111111111111
EcoLodge Imperial,Arequipa,4.87386,112.687,111111111111111111111111111111
EcoLodge Imperial,Lima,4.61355,87.0725,111111111111111111111111111111
Resort Las Americas,Lima,3.94439,89.7155,111111111111111111111111111111
EcoLodge Imperial,Arequipa,3.93811,157.505,111111111111111111111111111111
Grand Plaza Hotel,Santiago,4.77193,114.527,111111111111111111111111111111
Central Boutique,Arequipa,3.44296,156.274,111111111111111111111111111111
Mirador Suites,Buenos Aires,1.95271,62.9208,111111111111111111111111111111
Mirador Suites,Lima,1.88626,117.743,111111111111111111111111111111
Vista Hermosa Hotel,Arequipa,3.62057,170.03,111111111111111111111111111111
Grand Plaza Hotel,Cusco,4.08646,145.844,111111111111111111111111111111
EcoLodge Imperial,Buenos Aires,3.35901,196.943,111111111111111111111111111111
EcoLodge Imperial,Cusco,1.28018,98.9692,111111111111111111111111111111
Hostal El Viajero,Santiago,3.50541,165.349,111111111111111111111111111111
Mirador Suites,Lima,2.59406,119.882,111111111111111111111111111111
Hotel Sol Dorado,Cusco,4.49203,75.3573,111111111111111111111111111111
Hostal El Viajero,Lima,1.83159,52.0322,111111111111111111111111111111
Valle Verde Inn,Arequipa,3.56501,108.808,111111111111111111111111111111
Central Boutique,Buenos Aires,3.99046,60.5419,111111111111111111111111111111
Vista Hermosa Hotel,Buenos Aires,4.51349,170.04,111111111111111111111111111111
Mirador Suites,Lima,3.74929,171.074,111111111111111111111111111111
Grand Plaza Hotel,Lima,1.16181,99.377,111111111111111111111111111111
EcoLodge Imperial,Lima,3.25439,136.781,111111111111111111111111111111
Grand Plaza Hotel,Santiago,3.53939,187.594,111111111111111111111111111111
Resort Las Americas,Sao Paulo,4.52268,111.841,111111111111111111111111111111
Central Boutique,Lima,3.35564,78.9922,111111111111111111111111111111
Vista Hermosa Hotel,Bogota,2.72414,146.949,111111111111111111111111111111
Hotel Sol Dorado,Arequipa,3.9206,197.293,111111111111111111111111111111
Hostal El Viajero,Bogota,1.01117,167.579,111111111111111111111111111111
EcoLodge Imperial,Cusco,2.2479,83.3448,111111111111111111111111111111
EcoLodge Imperial,Lima,4.57893,194.831,111111111111111111111111111111
Mirador Suites,Bogota,4.54168,120.718,111111111111111111111111111111
Hostal El Viajero,Lima,1.30262,155.436,111111111111111111111111111111
Mirador Suites,Buenos Aires,1.71713,82.2335,111111111111111111111111111111
Andina Royal Resort,Sao Paulo,4.91581,142.063,111111111111111111111111111111
Andina Royal Resort,Cusco,2.11567,83.3092,111111111111111111111111111111
Central Boutique,Lima,2.24184,72.6273,111111111111111111111111111111
Hotel Sol Dorado,Lima,3.21168,124.267,111111111111111111111111111111
Hostal El Viajero,Piura,4.7412,65.3459,111111111111111111111111111111
Vista Hermosa Hotel,Lima,1.45719,78.7044,111111111111111111111111111111
Mirador Suites,Arequipa,1.94836,157.942,111111111111111111111111111111
Vista Hermosa Hotel,Arequipa,3.46913,160.253,111111111111111111111111111111
Grand Plaza Hotel,Buenos Aires,1.63475,102.687,111111111111111111111111111111
Hostal El Viajero,Buenos Aires,1.7015,197.612,111111111111111111111111111111
Valle Verde Inn,Arequipa,1.89212,142.328,111111111111111111111111111111
Resort Las Americas,Lima,3.80032,171.083,111111111111111111111111111111
Grand Plaza Hotel,Arequipa,3.48514,160.866,111111111111111111111111111111
Hotel Sol Dorado,Sao Paulo,4.58873,148.197,111111111111111111111111111111
Central Boutique,Santiago,4.68545,186.144,111111111111111111111111111111
Central Boutique,Santiago,1.03048,85.8082,111111111111111111111111111111
Grand Plaza Hotel,Santiago,2.33438,153.005,111111111111111111111111111111
Resort Las Americas,Santiago,1.64823,72.0064,111111111111111111111111111111
Resort Las Americas,Arequipa,3.93885,140.346,111111111111111111111111111111
Mirador Suites,Bogota,3.33216,184.908,111111111111111111111111111111
Mirador Suites,Bogota,4.959,115.194,111111111111111111111111111111
Mirador Suites,Arequipa,4.57897,56.6073,111111111111111111111111111111
Mirador Suites,Piura,3.62255,132.681,111111111111111111111111111111
Valle Verde Inn,Buenos Aires,3.29613,102.823,111111111111111111111111111111
EcoLodge Imperial,Buenos Aires,4.17308,124.337,111111111111111111111111111111
Resort Las Americas,Cusco,3.30057,164.621,111111111111111111111111111111
EcoLodge Imperial,Lima,1.18196,178.881,111111111111111111111111111111
Andina Royal Resort,Sao Paulo,1.84007,124.428,111111111111111111111111111111
Grand Plaza Hotel,Buenos Aires,2.78961,140.353,111111111111111111111111111111
Hostal El Viajero,Lima,2.05135,82.377,111111111111111111111111111111
Central Boutique,Santiago,2.91109,80.0973,111111111111111111111111111111
Mirador Suites,Lima,4.88032,198.258,111111111111111111111111111111
Hotel Sol Dorado,Piura,2.69322,111.91,111111111111111111111111111111
Resort Las Americas,Santiago,3.45077,101.804,111111111111111111111111111111
Andina Royal Resort,Lima,1.89666,199.967,111111111111111111111111111111
Valle Verde Inn,Arequipa,3.7475,162.801,111111111111111111111111111111
Vista Hermosa Hotel,Lima,4.33663,96.3872,111111111111111111111111111111
Vista Hermosa Hotel,Lima,3.96714,91.48,111111111111111111111111111111
Hotel Sol Dorado,Santiago,3.27493,96.6475,111111111111111111111111111111
Grand Plaza Hotel,Lima,1.28277,184.772,111111111111111111111111111111
Vista Hermosa Hotel,Sao Paulo,1.33507,170.784,111111111111111111111111111111
Central Boutique,Lima,1.36896,149.761,111111111111111111111111111111
Valle Verde Inn,Lima,1.82315,167.576,111111111111111111111111111111
Hostal El Viajero,Sao Paulo,3.11317,96.1407,111111111111111111111111111111
Resort Las Americas,Santiago,1.04242,171.186,111111111111111111111111111111
Central Boutique,Sao Paulo,4.81038,70.6718,111111111111111111111111111111
Valle Verde Inn,Sao Paulo,2.77216,174.208,111111111111111111111111111111
Vista Hermosa Hotel,Buenos Aires,4.27398,197.888,111111111111111111111111111111
Vista Hermosa Hotel,Lima,4.87148,60.6026,111111111111111111111111111111
Mirador Suites,Sao Paulo,4.23894,95.2939,111111111111111111111111111111
Valle Verde Inn,Buenos Aires,1.55757,78.0754,111111111111111111111111111111
Central Boutique,Sao Paulo,2.77097,139.738,111111111111111111111111111111
Resort Las Americas,Cusco,1.44389,181.694,111111111111111111111111111111
Andina Royal Resort,Cusco,4.90739,118.035,111111111111111111111111111111
Resort Las Americas,Buenos Aires,3.77268,112.406,111111111111111111111111111111
Resort Las Americas,Buenos Aires,1.10262,83.3521,111111111111111111111111111111
Central Boutique,Lima,1.13122,66.3736,111111111111111111111111111111
Andina Royal Resort,Buenos Aires,4.36147,173.689,111111111111111111111111111111
Resort Las Americas,Lima,3.78245,101.516,111111111111111111111111111111
Mirador Suites,Sao Paulo,4.63648,176.459,111111111111111111111111111111
EcoLodge Imperial,Lima,4.00221,103.978,111111111111111111111111111111
Grand Plaza Hotel,Cusco,4.58792,74.8038,111111111111111111111111111111
Vista Hermosa Hotel,Piura,2.5749,113.218,111111111111111111111111111111
Mirador Suites,Buenos Aires,4.99639,173.026,111111111111111111111111111111
Andina Royal Resort,Piura,4.54964,57.1671,111111111111111111111111111111
Grand Plaza Hotel,Piura,2.49839,190.101,111111111111111111111111111111
Mirador Suites,Arequipa,1.1931,133.585,111111111111111111111111111111
Andina Royal Resort,Buenos Aires,3.93205,147.879,111111111111111111111111111111
Mirador Suites,Cusco,4.98968,68.2326,111111111111111111111111111111
Mirador Suites,Lima,2.06372,86.1197,111111111111111111111111111111
Vista Hermosa Hotel,Lima,4.89668,167.185,111111111111111111111111111111
Grand Plaza Hotel,Santiago,3.21895,161.728,111111111111111111111111111111
Andina Royal Resort,Lima,2.36328,104.009,111111111111111111111111111111
Central Boutique,Santiago,4.22284,55.157,111111111111111111111111111111
Andina Royal Resort,Lima,4.23722,149.814,111111111111111111111111111111
EcoLodge Imperial,Santiago,4.94045,130.68,111111111111111111111111111111
Resort Las Americas,Piura,3.96357,182.122,111111111111111111111111111111
Hostal El Viajero,Santiago,1.07619,190.456,111111111111111111111111111111
